id,material_name
2585601,Material renderizado 255-255-255
4103968,Material renderizado 255-84-84
2585738,Material renderizado 38-19-19
4103977,Material renderizado 66-65-64
2585747,Material renderizado 76-19-0
4103976,Material renderizado 88-102-104
3637078,Materiál rendru 0-0-0
3637079,Materiál rendru 170-170-170
3637082,Materiál rendru 193-193-193
3637076,Materiál rendru 225-225-200
3637081,Materiál rendru 226-226-226
3637083,Materiál rendru 255-204-50
3354667,Materiál rendru 255-255-255
3637080,Materiál rendru 30-30-30
2436173,Matiêre
1395219,Metal
4626760,Metal - Aged Bronze
582225,Metal - Aluminium
1735243,Metal - Aluminum
1747776,Metal - Aluminum - Dorma - Brushed
4042923,Metal - Aço - 345 MPa (1)
4042922,Metal - Aço - ASTM A572 - Grau 50
1317099,Metal - Aço 345 MPa
3636989,Metal - Aço 43-275
3636987,"Metal - Aço inoxidável,Polido"
1959854,"Metal - Aço, Polido"
4103999,Metal - Brass - Guardian Equipment - Chrome Plated
1135582,Metal - Chrome
4626759,Metal - Chrome Polished
3637159,Metal - Dark
3637165,Metal - Dark(1)
4104001,Metal - Guardian Equipment - Brass
1127508,"Metal - Paint Finish - Dark Gray, Matte"
1126891,"Metal - Paint Finish - Dark Grey, Matte"
1127543,"Metal - Paint Finish - Ivory, Glossy"
3539830,"Metal - Paint Finish - Ivory,Glossy"
3637062,"Metal - Painted Finish - Ivory,Matte"
1757930,Metal - Pormade - Alumínio
1785044,Metal - Pormade - Alumínio detalhes
3303038,Metal - Powder Coated Black
3403493,Metal - Powder Coated Bronze
3637169,Metal - Spishantag
3311855,Metal - Stainless Steel
1766191,Metal - Steel
4103934,Metal - Steel - 345 MPa
4491617,Metal - Steel - ASTM A500 - Grade B - Round
4104000,Metal - Steel - Guardian Equipment - Stainless Steel
1127142,"Metal - Steel, Polished"
4626701,Metal - Tech Lighting - Matte Black
4626702,Metal - Tech Lighting - Matte White
4626703,Metal - Tech Lighting - Satin Nickel
4104010,Metal - Viega - Bronze
4104014,Metal - Viega - Copper
4104008,Metal - Viega - Stainless Steel
2050990,Metal Bar
1379175,Metal Branco
1379176,Metal Cinza
4103947,Metal Deck
4626738,Metal Frame
1753859,Metal Polished
1379177,Metal Preto
2958996,Metal Preto Fosco
1379178,Metal Vermelho
1597469,Metal cromado
4626666,Metal-Selux-Solar Panel Trim
3637200,Metal-Stainless_Steel-VIVA-Brushed
3637189,Metal-Stainless_Steel-VIVA-Polished
3637190,Metal-VIVA-Powder_Coat-Gloss_Black-PC-20
3637192,Metal-VIVA-Wire_Mesh-WM-10
3637193,Metal-VIVA-Wire_Mesh-WM-11
3637194,Metal-VIVA-Wire_Mesh-WM-12
3637199,Metal-VIVA-Wire_Mesh-WM-14
3637196,Metal-VIVA-Wire_Mesh-WM-15
3637197,Metal-VIVA-Wire_Mesh-WM-17
3637195,Metal-VIVA-Wire_Mesh-WM-19
3637191,Metal-VIVA-Wire_Mesh-WM-20
3637198,Metal-VIVA-Wire_Mesh-WM-21
1607795,Metal1
3005490,Metal_Chrome Polished
4626717,Metallo - GRIGIO
4626712,Metallo - nero
4626718,"Metallo, verniciato a polvere, bianco"
1494544,Microfibra - Black
1495501,Microfibra - Scarlet
1510586,Microfibra - White
1464625,Microtextura
3637162,Mini cooper tires
3637161,Mini cooper white paint
3555791,Mogno
2483884,Mogno Sasazaki
4626681,Mogno escuro
2628842,Moldura
3637141,MotorHousing
2283074,Muro por defecto
3637071,Métal - Acier inoxydable
3311872,"Métal - Acier, Poli"
3395501,Métal - Chrome
3395505,Métal - Fonte
3311871,Métal - Inox
4946337,NARROW 1
3325,NOGUEIRA COM VERNIZ FOSCO
2654309,Neopreme
3446176,Nero Lucido 1
3446177,Nero Lucido 2
3005484,"Oak, Red"
2595491,Origem de luz padrão
3446194,Ottone
3637168,Oven Black Plastic
3637167,Oven Dark Glass
3637166,Oven Steel Facing
3637170,Oven Steel Facing dark
3637171,Oven Steel Facing glossy
3005480,PEEK
3326718,PEMD Azul
3250,PINTURA ELETROSTÁTICA AMARELA
3255,PINTURA ELETROSTÁTICA AZUL
3260,PINTURA ELETROSTÁTICA BEGE
3247,PINTURA ELETROSTÁTICA BRANCA
3256,PINTURA ELETROSTÁTICA CINZA
3257,PINTURA ELETROSTÁTICA CINZA CLARO
3261,PINTURA ELETROSTÁTICA CREME
3253,PINTURA ELETROSTÁTICA LARANJA
3259,PINTURA ELETROSTÁTICA MARROM
3248,PINTURA ELETROSTÁTICA PRETA
3254,PINTURA ELETROSTÁTICA ROXA
3251,PINTURA ELETROSTÁTICA VERDE
3252,PINTURA ELETROSTÁTICA VERMELHA
4204,PINUS
3326,PINUS COM VERNIZ FOSCO
3637185,PIPE-HDPE-FITTING
3541,PISCA
4583,PISO COM PINTURA EPOXI CINZA
3506,PISO EM CARPETE AZUL ESCURO
2629,PISO EM CARPETE BEGE
3507,PISO EM CARPETE VERMELHO
4333,PISO EM CERÂMICA ANTIDERRAPANTE E INCOMBUSTÍVEL 30 X 30
3173,PISO EM GRANITO POLIDO PRETO 60 X 60
3174,PISO EM MÁRMORE POLIDO BRANCO 90 X 90
3566,PISO EM MÁRMORE TRAVERTINO POLIDO 90 X 30
3175,PISO EM PARQUET 15 X 15 cm
455417,PISO EM PASTILHA 5 X 5 cm AZUL MARINHO
3168,PISO EM PAVER 10 x 20 x 5 cm CINZA
3310,PISO EM PAVER 10 x 20 x 5 cm PRETO
3311,PISO EM PAVER 10 x 20 x 5 cm VERMELHO
3510,PISO EM PAVER 10 x 20 x 8 cm CINZA
3511,PISO EM PAVER 10 x 20 x 8 cm PRETO
3512,PISO EM PAVER 10 x 20 x 8 cm VERMELHO
103814,PISO EM PAVER SEXTAVADO
3172,PISO EM PETIT-PAVET BRANCO
2899110,PISO LAMINADO DE PÁTINA BRANCA 20 cm COM VERNIZ FOSCO
3540,PLACA
4103,PLACAS DE AÇO (E = 3 mm)
3950,PLANTAS
3539,PLÁSTICO PRETO
4080,PLÁSTICO PRETO TEXTURIZADO
3534,PNEUS
4145,POLIETILENO AZUL
3523,PORCELANA BEGE
3271,PORCELANA BRANCA
3522,PORCELANA PRETA
454829,PORCELLANATO BRANCO
3535,PRETO
1576936,PVC
3637181,PVC - Pormade - Natural
4626603,PVC Antichama Azul Elétrica
4626597,PVC Antichama Branco Elétrica
4626602,PVC Antichama Vermelho Elétrica
2332,PVC BRANCO
3307441,PVC Marrom
4077,PVC PRETO
4626604,PVC Rígido Preto
4626726,PVC amarelo
4103958,"PVC, Flexible"
2585600,Padrão
1330143,Padrão - Parede
3637175,Padrão de Entrada - Escuro
3637173,Padrão de Entrada - Módulos Padrão Copel
3637174,Padrão de Entrada - Transparente
1493133,Painel Azul
1493130,Painel Branco
1491969,Painel Rosa
1491970,Painel Verde Escuro
1556334,Painel Vitrocerâmico
4626728,Paint - Matte - Turquoise
3183926,Painéis analíticos
3005477,Palhinha
2628844,Parede
2607867,Paredes externas
2607873,Paredes internas
2607881,Paredes subterrâneas
3517455,Peinture - Ivoire
3637183,Persiana
4135,Phase - Demo
1733611,Phase - Démo
4136,Phase - Exist
1733612,Phase - Exist.
1427650,Phase - New
1733613,Phase - Temporaire
4137,Phase - Temporary
43,Phase-Demo
44,Phase-Exist
2426,Phase-New
45,Phase-Temp
3308520,Phenolic Resin
3637037,Pillows
1853662,Pintura
1757931,Pintura - Pormade - Branco
3637153,Pintura - Sienna
1523801,Pintura Laranja
1512199,Pintura Laranja em Madeira
1523802,Pintura Vede claro
1523797,Pintura Vermelha
1559836,Pintura branca
2958995,Pintura cinza brilho
4946349,Pintura especial - Aço Corten
4946350,Pintura especial - Granito Branco
4946351,Pintura especial - Kromanox
4946352,Pintura especial - Madeirado Anis
4946353,Pintura especial - Madeirado Noce Itália Preto
4946354,Pintura especial - Madeirado Noce Itália Sapucaia
4946356,Pintura especial - Madeirado Páprica
4946355,Pintura especial - Madeirado Wood Nogal
2732980,Pintura metálica
1559837,Pintura preta
2369336,Piso de massa pré-definida
2607875,Pisos internos
554129,Plastic
4626732,Plastic - Acrylic Lens (Red)
1131129,Plastic - Black
1137809,Plastic - Blue
3623834,Plastic - Knob
4104013,Plastic - Viega - Yellow
4626686,Plastic - White
1427672,Plastic White
4103957,"Plastic, Opaque Black"
2850018,"Plastic, Opaque White"
4626664,Plastic-Selux-Battery Compartment Cover
4626749,Plastic_White
2436134,Plastique RAL 9010
3321617,Platina
3519294,Plinth
1591529,Plumbing Fixtures - Elkay - Stainless Steel
4104034,Plástico Amarelo - Sodramar
1414902,Plástico Branco
4104019,Plástico Branco ABS - Sodramar
1414900,Plástico Cinza
4104030,Plástico Cinza Polido - Sodramar
1387140,Plástico Preto
4104028,Plástico Preto - Sodramar
2958997,Plástico Preto Brilho
4104020,Plástico Preto Brilhoso - Sodramar
1416042,Plástico Vermelho
4104035,Plástico Vermelho - Sodramar
1534764,Plástico transparente
46,Poche
1368469,Policarbonato Amarelo
1368475,Policarbonato Azul
1368471,Policarbonato Chumbo
1368477,Policarbonato Marrom
1368460,Policarbonato Transparente
1368473,Policarbonato Verde
1450203,"Poliestireno, alto impacto"
1450205,Polipropileno
4104021,Polipropileno Preto - Sodramar
1450206,Polipropileno preto
2420735,Polished Steel
4104009,Polymer - Viega - White Plastic
4626751,"Porcelain, Ivory"
1588539,Porcelana
4103939,Porcelana Branca Brilhante
3636981,Porta - Batente
2375490,Porta - Maçaneta
3636975,Porta - Painel
2369344,Porta - Pivô de Metal Aço Cromado Polido
2369337,Porta - Puxador
2369343,Porta - Vidro
3555785,Porta frente
1330146,Porta_Material
2607887,Portas corrediças
1733598,Porte - Cadre
1733599,Porte - Panneau
1733600,Porte - Poignée
3637035,Post
4626608,Poste
4626667,Powder Coat-Selux-SV-Silver
3876,Preenchimento
3293507,Preenchimento
4626682,Preto Brilhante
1582676,Puerta Madera
2410645,Pure White
4626735,Push Button
2576780,Puxador
4626615,Quadro metalico
3521,REBOCO
3538,RODAS
3637206,"RSB - Laminate, Yellow, Matte"
3637188,RSB - Wall Wind Block
3620879,Recortar
4626736,Red
3637019,Red Oak - Stained Dark Low Gloss
1501207,Rede
2283099,Relleno en detalle bajo
3520911,Render Material 0-0-255
3637202,Render Material 0-124-165
3637214,Render Material 0-127-0
3637201,Render Material 0-191-255
3311854,Render Material 0-255-255
3637203,Render Material 101-101-101
3637204,Render Material 102-102-102
3311852,Render Material 118-118-118
3637220,Render Material 159-127-255
3637213,Render Material 255-0-127
3637205,Render Material 255-191-0
3637218,Render Material 255-255-127
3298700,Render Material 255-255-255
3637217,Render Material 38-57-126
3637221,Render Material 63-127-111
3637216,Render Material 82-124-165
3637219,Render Material 82-165-165
3637215,Render Material 95-127-63
3311891,Rendermaterial 0-127-255
3311885,Rendermaterial 0-191-255
3311959,Rendermaterial 0-255-0
3311966,Rendermaterial 0-255-255
3311879,Rendermaterial 0-255-63
3311909,Rendermaterial 118-118-118
3311941,Rendermaterial 127-127-0
3311888,Rendermaterial 127-223-255
3311944,Rendermaterial 127-255-0
3311929,Rendermaterial 127-95-63
3311912,Rendermaterial 152-152-152
3311947,Rendermaterial 159-255-127
3312009,Rendermaterial 165-124-82
3311915,Rendermaterial 186-186-186
3311894,Rendermaterial 191-0-255
3311918,Rendermaterial 220-220-220
3311897,Rendermaterial 223-127-255
3311876,Rendermaterial 255-0-0
3311903,Rendermaterial 255-0-63
3311923,Rendermaterial 255-127-0
3311882,Rendermaterial 255-127-127
3311900,Rendermaterial 255-159-127
3311926,Rendermaterial 255-191-127
3311935,Rendermaterial 255-223-127
3311952,Rendermaterial 255-255-0
3311938,Rendermaterial 255-255-127
3311875,Rendermaterial 255-255-255
3311932,Rendermaterial 76-38-0
3311906,Rendermaterial 84-84-84
1490900,Resina de Poliéster
1450204,Resina fenólica
3637151,Revestimento – Branco
2199225,Ripa 2 x 4
4103940,Roca - Branco
2205285,Rufo
3303036,SHS-Doot-Translucent
3278,SILICONE
2346115,SI_RPC Sombreado
4626699,SLV_Bianco Carrara
4626698,SLV_Black
4626700,SLV_Self Illumination
1371831,Sarja
1509388,Sarja Cru
3637150,Seat
1606617,Silicone Branco
1606614,Silicone Laranja
1606618,Silicone Verde
3637212,Silicone_ALUPROF_White
3637073,Slate
4429046,"Softwood, Lumber"
2607891,Sombras
4626711,Sorgente d'illuminazione di default
4626753,"Sort, mat"
2253547,Spanish_roof
4626668,Speedy - Clearance Zone
4626671,"Speedy - Stainless Steel, Silver"
4626672,Speedy Black
4626673,Speedy Blue
4626669,Speedy Grey
4626674,Speedy Red
4626670,Speedy White
4626675,Speedy-LiftingMaterial
4626677,SpeedyNoise-Blue
4626676,SpeedyNoise-Red
3637074,Stainless
4429044,Stainless Steel
4104003,Stainless Steel - Leonard Valve Company
3623833,Stainless Steel - Silver
4626626,"Stainless Steel, Polished"
3637211,StainlessSteel_ALUPROF_Grey
4104004,Steel - Leonard Valve Company - Baked White
4626755,Steel - Prudential Lighting
4626754,Steel - Prudential Lighting - White - Glossy
3005476,Steel - Satin
4429043,Steel ASTM A36
2420737,Steel Dark Grey
4626693,"Steel, Galvanized"
684236,"Steel, Wrought"
2283079,Suelo por defecto
2283094,Superficie de losa analítica
2283095,Superficie de muro analítico
2283093,Superficie de suelo analítico
3293503,Superfície analítica – Aberturas de ar
3293499,Superfície analítica – Claraboias operáveis
3293491,Superfície analítica – Forros
3293497,Superfície analítica – Janelas operáveis
3293485,Superfície analítica – Lajes no eixo
3293481,Superfície analítica – Paredes externas
3293487,Superfície analítica – Paredes internas
3293495,Superfície analítica – Paredes subterrâneas
3293489,Superfície analítica – Pisos internos
3293501,Superfície analítica – Portas corrediças
3293505,Superfície analítica – Sombras
3293493,Superfície analítica – Superfícies de ar
3293483,Superfície analítica – Telhados
2324712,Superfície da laje analítica
2324713,Superfície da parede analítica
2324711,Superfície do piso analítico
2607879,Superfícies de ar
4626651,Suporte
3337,TECIDO BRANCO
4388,TELA DE AÇO GALVANIZADO COM PINTURA NA COR BRANCA
3572,TELHA DE CONCRETO
2342,TELHA DE CONCRETO MARROM
3571,TELHA DE CONCRETO VERMELHO
4431,TELHA DE FIBROCIMENTO ONDULADA
2329,TELHA METÁLICA
3570,TELHA PORTUGUESA
2343,TELHA SHINGLE CINZA
2321,TERRA
2326,TIJOLO DE VIDRO
3575,TIJOLO REFRATÁRIO
2500396,TINTA LÁTEX
3637149,Table Top
4626618,Tampa tipo Unha
2410644,Teac
1351883,Teca
1856744,Teca porta
2386436,Technal - Aluminium - RAL 7040
1385961,Tecido
1397172,Tecido  preto
1372753,Tecido Azul
3005483,Tecido Cinza
1354512,Tecido Couro
1388207,Tecido Prata
1354454,Tecido Preto
2893322,Tecido algodão branco
1372739,Tecido bege
1385963,Tela
3637026,Tela blanca
3637028,Tela cuadros_1
1044265,Telha - Cerâmica
1326416,Telhado padrão
2607869,Telhados
3293893,Terra Lins
2607877,Tetos
3623836,Text Black
3342684,Textile - Beige
3344522,Textile - Black
3637176,Tigre - Cx Gordura_Corpo
3637177,Tigre - Cx Gordura_Tampa
3637051,Tijolo maciço churrasqueira
3295656,Tijolo refratário
3302019,Topo da bancada
1509389,Trama Junco Natural
4104040,Tranparente
4626679,Transformador
4104026,Transparente
3295665,Travertino
4626660,"UHMW, White"
1853664,"UHMW, branco"
1853666,"UHMW, preto"
4037,VIDRO COMUM JATEADO
3500,VIDRO COMUM LISO
3501,VIDRO COMUM LISO AZUL
3503,VIDRO COMUM LISO BRONZE
3502,VIDRO COMUM LISO VERDE
3505,VIDRO COMUM LISO VERMELHO
3504,VIDRO COMUM LISO ÂMBAR
4036,VIDRO COMUM MINI-BOREAL
4040,VIDRO LAMINADO JATEADO
4042,VIDRO LAMINADO LISO AZUL
4044,VIDRO LAMINADO LISO BRONZE
4046,VIDRO LAMINADO LISO VERDE
4048,VIDRO LAMINADO LISO VERMELHO
4050,VIDRO LAMINADO LISO ÂMBAR
4038,VIDRO LAMINADO REFLEXIVO
3537,VIDRO PRETO
4406,VIDRO TEMPERADO
4039,VIDRO TEMPERADO JATEADO
4181,VIDRO TEMPERADO LAMINADO LISO
4373,VIDRO TEMPERADO LAMINADO LISO AZUL
4374,VIDRO TEMPERADO LAMINADO LISO BRONZE
4180,VIDRO TEMPERADO LAMINADO LISO VERDE
4041,VIDRO TEMPERADO LISO AZUL
4043,VIDRO TEMPERADO LISO BRONZE
4045,VIDRO TEMPERADO LISO VERDE
4047,VIDRO TEMPERADO LISO VERMELHO
4049,VIDRO TEMPERADO LISO ÂMBAR
3545,VIDROS
4029,VINIL BRANCO
3636995,Veneziana
4626719,Verde foresta
3293478,Vergalhão - ASTM A615M - Grau 420 - Aço de barra bruta
1384751,Vermelho
4626713,Vernice bianca
1733579,Verre
3395503,Verre - Paque vitro
1633004,Vetro
4626714,"Vetro, bianco, alta luminanza"
2283076,Vidrio
435854,Vidro
3637134,"Vidro - Claro, Cinza"
3637178,Vidro - Pormade - Transparente
4104037,Vidro - Sodramar
3321626,Vidro Bronze
3311857,Vidro Espelhado
2615980,Vidro Pergolado
4626680,Vidro Poste
1559834,Vidro escuro
4626683,Vidro transparente
3550087,"Vidro, Vidraça clara"
1435757,"Vidro, fosco"
1329558,"Vidro, fundido, transparente"
1696482,"Vidro, fundido, transparente SEM REFLEXO"
1853660,"Vidro, vitrificação transparente"
2199339,Vigas 5 x 12
2199521,Vigas 5 x 15
4103937,Vinyl
1551567,Visor
1553979,Vitrocerâmica preta
1556328,Vitrocerâmico
3637029,WRINKLED SHEET
3637142,Wall Material (1)
3637056,Wall material 1
3637187,Wall_Brick
3637146,Wheels
4626620,White RAL 9010
3637049,Wood
3005486,Wood (Oak)
3343454,Wood - Birch
3637207,Wood - Cherry
3637158,Wood - Veneers
4429051,Wood - Weyerhaeuser - 1.3E TimberStrand® LSL
4429054,Wood - Weyerhaeuser - 1.8E Parallam® PSL
4429057,Wood - Weyerhaeuser - 2.2E Parallam® PSL
4429048,Wood - Weyerhaeuser - Eastern Parallam® PSL
4429056,Wood - Weyerhaeuser - Microllam® LVL
4429058,Wood - Weyerhaeuser - Parallam® PSL
4429055,Wood - Weyerhaeuser - Parallam® Plus PSL
4429050,Wood - Weyerhaeuser - TJI® Joist Flange
4429049,Wood - Weyerhaeuser - TJI® Joist Web
4429052,Wood - Weyerhaeuser - TimberStrand® LSL
4429053,Wood - Weyerhaeuser - TimberStrand® LSL Rim Board
2402182,Wood-Milgard-Handle
4626625,Yellow RAL 1018
3005487,Zinc
3565789,Zinco
2596353,Zonas do sistema
4626741,_AVIZE CAM TIP 1
4626740,_AVIZE ISIK KAYNAGI
4626739,_AVIZE KOSTRUKSIYON
3555778,_FRAME
1353352,_aZulejoBranco
2792490,_aluminioPreto
2017255,_aço inox texturizado matiz preta
1866522,_bancada cozinha
1354071,_ceramicaBranca
1866271,_ceramicaBranca 30 x 30 cm
1321393,_ceramicaCheckVermelho
1354259,_concregrama
1321203,_concretoEstiloIndustrial
1361494,_couroPreto
1591021,_deckMadeiraEscuro
1353753,_decorativoPreto
1321141,_grafiteConcreto
1483737,_grafiteConcreto(1)
1319905,_grama
1353404,_grama02
2017251,_granitoBranco
1388173,_linhoRoxo
1772160,_madeira porta pormade 01
1772162,_madeira porta pormade 02
1772164,_madeira porta pormade 03
1351728,_madeiraAssoalho
1407890,_madeiraCorBranca
1385928,_madeiraCorMedia
1612853,_madeiraEscura
2792491,_madeiraMobiliario
1632502,_madeiraMuitoEscura
1591181,_madeiraOfuro
1321880,_madeiraPainel
1351845,_madeiraPisoClaro
1353719,_marmoreBranco
1612719,_marmoreBrancoLiso
1353486,_marmoriadoPorcelana
2025712,_mdf lacca madeira cozinha
2048257,_mdf lacca madeira preto cadeira fora
2792492,_mdfBranco
1354206,_patchwork
1354160,_paver
1321307,_pedraBranca
1321058,_pedraRustica01
1321246,_pedraRustica02
1589900,_pedraRustica03
1591052,_pedraRustica04
2017254,_piso parede eliane-munari-shadow-mix-ma-45x90cm-01
1320761,_pisoPiscina_eliane-malibu-naval-15x15cm
1353682,_quadroNegro
1353784,_tijoloAVista02
1353628,_travertinoComJuntaBranca
3637224,argamassa
3005492,armarioBuffetVitoria21-04
2509094,aço esquadria janela
2985921,aço inox cadeira
2998726,aço inox cuba
2963938,aço inox tv
2375344,aço porta correr
2509096,aço puxador
3446189,black - desk support
3446190,black plastic
3637030,brass buttons
3637060,cabinet
2814980,cava
3637088,cd cover
2631782,chuveiro01
2631783,chuveiro02
2631784,chuveiro03
1906064,cinzaPadraoFamiliasPlantaBaixa
2014869,colonial
2991252,couro bege cadeira
2985922,couro preto cadeira
3005493,estruturaBuffetVitoria21-04
3520909,fabric
3575676,fabric 2
3575674,frame
3575675,frame trim
2928669,g1
2928670,g2
2928671,g3
2928672,g4
2928673,g5
3637042,garment
2992509,geladeira aço escovado
2992506,geladeira aço inox
2992507,geladeira bege
2992511,geladeira branca
2994639,geladeira branca pintura
2992510,geladeira cinza
2993833,geladeira preta
2992508,geladeira preto
3577059,granito verde
2925743,l1
2926007,l10
2926008,l11
2926009,l12
2926010,l13
2926011,l14
2926012,l15
2926013,l16
2926014,l17
2926015,l18
2926016,l19
2925744,l2
2926017,l20
2926018,l21
2926019,l22
2926020,l23
2926021,l24
2926022,l25
2926023,l26
2926024,l27
2926025,l28
2926026,l29
2925745,l3
2926027,l30
2925746,l4
2926028,l5
2926029,l6
2926030,l7
2926031,l8
2926032,l9
3637223,lajota ou tijolo
4626721,lenox lounge - brass lamp
4626722,lenox lounge - lightbulb
3026945,luminaria borda
3026944,luminaria led
4626691,lumini_alumínio
4626692,lumini_alumínio polido
4626690,lumini_polimetilmetacrilato
4626694,lumini_preto
2928645,m1
2928660,m10
2928647,m2
2928649,m3
2928653,m4
2928654,m5
2928655,m6
2928661,m7
2928662,m8
2928663,m9
2991250,madeira cadeira
2667549,madeira painel
3020537,madeira poltrona
1048133,madeira rustica
4042977,magenta
3637033,mattress
2017252,mdf fosco branco
2017253,mdf fosco preto certo
1671395,metal - bright white - RAL9010
2997061,metal amarelo geladeira
2997062,metal preto geladeira
3446191,metal steel
1697710,metalic paint - reflective white
3005494,peBuffetVitoria21-04-2020
2963939,pintura cinza tv
2995983,pintura metálica amarela geladeira
4626724,plaavo
2963940,plastico preto tv
2806933,porta
3311858,range canopy
4626657,sTEEL
3364757,seat back material
3637039,shine
3637044,ss
4626725,staklo
3637086,steel frame
4626655,strings
3020538,tecido poltrona
3060741,teste2
3637225,tiljolo claro
3637084,tv frame
3637085,tv screen
4626653,umbrella
4626654,umbrella 2
4626656,umbrella 3
2497233,vidro 01
2963941,vidro preto tv
3446188,wood - desk
3637038,wood brown
3520947,wood-teak
3509,ÁGUA DE PISCINA
1323959,Álamo
4626628,Источник света по умолчанию
4626634,Материал для визуализации 0-0-255
4626632,Материал для визуализации 0-255-0
4626633,Материал для визуализации 0-255-255
4626639,Материал для визуализации 101-101-101
4626636,Материал для визуализации 128-128-128
4626643,Материал для визуализации 165-165-82
4626637,Материал для визуализации 192-192-192
4626631,Материал для визуализации 255-0-0
4626635,Материал для визуализации 255-0-255
4626638,Материал для визуализации 255-191-127
4626629,Материал для визуализации 255-255-255
4626630,Материал для визуализации 38-0-0
4626627,Условный материал-отделка
3637058,עץ - פסים - 3
3637072,שיש עליון
